2016-03-28 15:32:41,1459150361,4347301203,400,3
2016-03-28 15:32:40,1459150360,4347296887,400,87
2016-03-28 15:32:40,1459150360,4347299260,400,60
2016-03-28 15:32:39,1459150359,4347292599,500,99
2016-03-28 15:32:39,1459150359,4347296871,350,221
2016-03-28 15:32:39,1459150359,4347294547,250,47
2016-03-28 15:32:38,1459150358,4348588695,150,145
2016-03-28 15:32:36,1459150356,4347294345,300,45
2016-03-28 15:32:36,1459150356,4347298812,300,112
2016-03-28 15:32:34,1459150354,4347296635,450,35
2016-03-28 15:32:31,1459150351,4348592238,350,288
2016-03-28 15:32:31,1459150351,4348592003,400,3
2016-03-28 15:32:31,1459150351,4348592408,300,208
2016-03-28 15:32:31,1459150351,4348592018,400,18
2016-03-28 15:32:30,1459150350,4347295102,350,252
2016-03-28 15:32:30,1459150350,4347294882,400,82
2016-03-28 15:32:30,1459150350,4348591633,400,33
